TaskID,TaskName,Start,Finish,DurationHours,IsElapsed,Assignments
3087,09 Reading Aligment Turbine to LPC,2024-06-21 15:30:00,2024-06-21 17:30:00,2.000,N,Harlap Amoniak P4(4.0)
4020,"04 Check&Repair Internal BV u/s FV-3004 8""",2024-06-21 15:30:00,2024-06-23 15:30:00,20.000,N,Inspeksi Bengkel(1.0)
5607,01 Lepas SV,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Harlap Amoniak P4(3.0)
3288,"09 Check Bearing, Ukur clearance journal bearing",2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Harlap Amoniak P4(1.0)
1157,02 Angkat SV,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
2950,04-Angkat Cover sisi NPK,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,MOBILE CRANE  60 TON (  CM-009 )(1.0)
2906,14 Final Inspect,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
2697,03 Buka Bot'l Cover Bottom,2024-06-21 15:30:00,2024-06-22 09:30:00,5.000,N,Harlap Amoniak P4(4.0)
1751,09 Bawa SV ke Lokasi,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
1542,36 Lepas Lower Diaphragm LPC,2024-06-21 15:30:00,2024-06-22 08:30:00,4.000,N,Harlap Amoniak P4(3.0)
2486,18 Ikat Bolt Cover,2024-06-21 15:30:00,2024-06-22 08:30:00,4.000,N,Harlap Amoniak P4(4.0)
1522,17 Buka/ Kendorkan Baut Casing LPC,2024-06-21 15:30:00,2024-06-22 15:30:00,10.000,N,Harlap Amoniak P4(4.0)
2544,11 Bawa SV ke Lokasi,2024-06-21 15:30:00,2024-06-21 16:30:00,1.000,N,Forklift 3 Ton (FL-037)(1.0)
4021,"05 Repair&Fabrikasi Internal BV u/s FV-3004 8""",2024-06-21 16:00:00,2024-06-22 16:00:00,10.000,N,Har Bkl Permesin(1.0)
396,05 PAUT pada CW-2,2024-06-21 16:00:00,2024-06-22 16:00:00,10.000,N,Inspeksi Metalurgi(2.0)
1158,03 Angkat SV,2024-06-21 16:00:00,2024-06-21 17:00:00,1.000,N,Har ABB Operasi(3.0)
1752,10 Bawa SV ke Lokasi,2024-06-21 16:00:00,2024-06-21 17:00:00,1.000,N,Har ABB Operasi(1.0)
665,"04 Check&Repair Internal BV d/s 1-FV-2001 8""",2024-06-21 16:00:00,2024-06-23 16:00:00,20.000,N,Har Bkl Valve(1.0)
4609,05 Potong Diaphragm Cover sisi Pabrik NPK,2024-06-21 16:00:00,2024-06-23 16:00:00,20.000,N,Har Bkl Perbaikan Khusus(4.0)
5734,07 Check&Repair Internal SV,2024-06-21 16:00:00,2024-06-23 16:00:00,20.000,N,Har Bkl Valve(2.0)
5735,08 Repair&Fabrikasi Internal SV,2024-06-21 16:00:00,2024-06-22 16:00:00,10.000,N,Har Bkl Permesin(1.0)
637,04 Check&Repair Internal BV u/s FV-2004 10inch,2024-06-21 16:00:00,2024-06-23 16:00:00,20.000,N,Har Bkl Valve(1.0)
5948,Final Inspect,2024-06-21 16:00:00,2024-06-21 17:00:00,1.000,N,Inspeksi Bengkel(1.0)
2951,05-Buka Cover sisi 1A,2024-06-21 16:30:00,2024-06-22 08:30:00,3.000,N,Harlap Amoniak P4(3.0)
1296,03 Turunkan Cover sisi NPK&Pasang Test Ring,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
3289,10 Ukur dimensi journal bearing cage,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Harlap Amoniak P4(1.0)
4956,09 Pasang Dry Gas Seal (DGS),2024-06-21 16:30:00,2024-06-22 10:30:00,5.000,N,Harlap Amoniak P4(3.0)
4638,02 Lepas Isolasi seluruh Plug pada Exchanger,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Har PU Pekerjaan Khusus(4.0)
3094,16 Lepas / Angkat Cover Bearing Thrust Side sisi HPC,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Harlap Amoniak P4(4.0)
315,14 Bawa Burner Tip ke Shop dan letakkan pada Support Burner Tip,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Truk Crane 407 (5 ton)(1.0)
2383,02 Naikan Blower,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
2384,03 Naikan Blower,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Har ABB Operasi(3.0)
3847,11 Leak Test,2024-06-21 16:30:00,2024-06-22 09:30:00,4.000,N,Inspeksi Pabrik 4(2.0)
316,15 Bawa Burner Tip ke Shop dan letakkan pada Support Burner Tip,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Har ABB Operasi(2.0)
2807,06 Check Internal,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
4785,13 PT Lasan Tube to Tube Sheet,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
271,02 Turunkan Cover sisi Pabrik 5,2024-06-21 16:30:00,2024-06-22 08:30:00,3.000,N,Har ABB Operasi(4.0)
4451,02 Bawa SV ke Shop,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
1594,11 Lepas Linkage Control Valve,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Harlap Amoniak P4(3.0)
5241,"01 Pasang Scaffold Line N2 dekat 1-V-601 Ukuran 3/4""",2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Har PU Scaffolding(4.0)
1046,11 Lepas Linkage Control Valve,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Harlap Amoniak P4(3.0)
2583,"01 Lepas BV Drain Flush Drum 6""",2024-06-21 16:30:00,2024-06-22 08:30:00,3.000,N,Harlap Amoniak P4(3.0)
532,"01 Pasang Scaffold di Man Hole arah Laut sisi NPK, Pabrik 1A&di Top",2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Har PU Scaffolding(4.0)
1297,04 Turunkan Cover sisi NPK&Pasang Test Ring,2024-06-21 16:30:00,2024-06-22 07:30:00,2.000,N,Har ABB Operasi(4.0)
4452,03 Bawa SV ke Shop,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Har ABB Operasi(1.0)
5825,11 Bawa SV ke Lokasi,2024-06-21 16:30:00,2024-06-21 17:30:00,1.000,N,Forklift 3 Ton (FL-037)(1.0)
1753,11 Ikat Bolt SV,2024-06-21 17:00:00,2024-06-21 18:00:00,1.000,N,Harlap Amoniak P4(3.0)
5826,12 Bawa SV ke Lokasi,2024-06-21 17:00:00,2024-06-21 18:00:00,1.000,N,Har ABB Operasi(1.0)
1059,24 Lepas U/H&L/H Labyrith Turbine,2024-06-21 17:00:00,2024-06-22 10:00:00,4.000,N,Harlap Amoniak P4(2.0)
2545,12 Bawa SV ke Lokasi,2024-06-21 17:00:00,2024-06-21 18:00:00,1.000,N,Har ABB Operasi(1.0)
3290,11 Cleaning journal bearing cage,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Harlap Amoniak P4(2.0)
3088,10 Lepas / Angkat Cover Bearing Thrust Side sisi LPC,2024-06-21 17:30:00,2024-06-22 08:30:00,2.000,N,Harlap Amoniak P4(4.0)
832,12 Final Inspeck,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
3356,02 Angkat SV,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
1159,04 Bawa SV ke Shop,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
317,16 Check Buner Tip di Shop,2024-06-21 17:30:00,2024-06-22 09:30:00,3.000,N,Inspeksi Pabrik 4(1.0)
5949,Pasang gearbox,2024-06-21 17:30:00,2024-06-22 10:30:00,4.000,N,Harlap Amoniak P4(4.0)
5471,01 Lepas SV,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Harlap Amoniak P4(3.0)
4786,14 Repair tunggu (Rec. Istek),2024-06-21 17:30:00,2024-06-22 17:30:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
3357,03 Angkat SV,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Har ABB Operasi(3.0)
2385,04 Pasang Blower,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Safety(2.0)
2494,03 Check Housing Bearing yg rembes,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Inspeksi Rotating 1(1.0)
1160,05 Bawa SV ke Shop,2024-06-21 17:30:00,2024-06-22 07:30:00,1.000,N,Har ABB Operasi(1.0)
4831,04 Cooling Down,2024-06-21 19:00:00,2024-06-22 05:00:00,10.000,Y,Operasi(1.0)
2239,05 Cooling Down,2024-06-21 22:00:00,2024-06-22 22:00:00,24.000,Y,Operasi(1.0)
3867,"06 Mechanical Cleaning Tube, Blow dengan Udara Total Tube (268 U-Tube)",2024-06-21 22:00:00,2024-06-23 04:00:00,30.000,Y,Out Soorcing (Jetter)(4.0)
856,09 Cooling Down,2024-06-22 00:00:00,2024-06-23 00:00:00,24.000,Y,Operasi(1.0)
1456,04 Cooling Down,2024-06-22 00:00:00,2024-06-22 10:00:00,10.000,Y,Operasi(1.0)
1410,10 Fill Test Tube (Holding Time 24 Jam),2024-06-22 00:00:00,2024-06-23 00:00:00,24.000,Y,Operasi(1.0)
324,22 Cooling Down,2024-06-22 00:00:00,2024-06-23 00:00:00,24.000,Y,Operasi(1.0)
2327,05 Cooling Down,2024-06-22 00:00:00,2024-06-23 00:00:00,24.000,Y,Operasi(1.0)
2810,08 Eddy Current 100% Total Tube (422 U-Tube) 2 PROBE,2024-06-22 01:00:00,2024-06-23 07:00:00,30.000,Y,Out Soorcing (Eddy Curent)(4.0)
4270,"08 Mechanical Cleaning, Blow dengan UdaraTotal Tube (150 ea)",2024-06-22 01:00:00,2024-06-22 11:00:00,10.000,Y,Out Soorcing (Jetter)(4.0)
1431,04 Cooling Down,2024-06-22 05:00:00,2024-06-22 15:00:00,10.000,Y,Operasi(1.0)
4736,01 Pasang Scaffolding sisi NPK&Pabrik 1A,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har PU Scaffolding(4.0)
2727,01 Pasang Scaffolding di Man Hole,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har PU Scaffolding(4.0)
3291,12 NDT PT pada bolt holder bearing,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Inspeksi Rotating 1(1.0)
1140,02 Angkat SV,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
740,03 Check Seat Gasket Flange Downstream 1-MV-2003,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
1141,03 Angkat SV,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har ABB Operasi(3.0)
4519,01 Lepas TTV,2024-06-22 07:30:00,2024-06-22 13:30:00,5.000,N,Harlap Amoniak P4(3.0)
932,05 Kendorkan Bolt Slip Blind,2024-06-22 07:30:00,2024-06-22 11:30:00,4.000,N,Harlap Amoniak P4(3.0)
5641,01 Lepas SV,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Harlap Amoniak P4(3.0)
1482,"05 Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflector",2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
5764,02 Angkat SV,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
5765,03 Angkat SV,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har ABB Operasi(3.0)
1930,10 Leak Test,2024-06-22 07:30:00,2024-06-22 11:30:00,4.000,N,Inspeksi Pabrik 4(2.0)
1208,"02 Beveling 2 Joint BV steam SM TS-411 6""yg telah di potong",2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har Instalasi & Repair Pabrik 4(3.0)
4212,12 Leak Test,2024-06-22 07:30:00,2024-06-22 11:30:00,4.000,N,Inspeksi Pabrik 4(2.0)
4639,03 Check Seal Weld Plug Venting,2024-06-22 07:30:00,2024-06-22 10:30:00,3.000,N,Inspeksi Pabrik 4(1.0)
704,"01 Potong BV d/s 1-FV-2018 8""",2024-06-22 07:30:00,2024-06-22 11:30:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
1595,12 Lepas / Angkat Cover Bearing Thrust Side,2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Harlap Amoniak P4(2.0)
5186,02 Lepas Isolasi di Line Refrigerasi Sistem,2024-06-22 07:30:00,2024-06-25 07:30:00,30.000,N,Har PU Pekerjaan Khusus(4.0)
3358,04 Bawa SV ke Shop,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
3095,17 Lepas Journal dan Thrust Bearing sisi HPC,2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Harlap Amoniak P4(4.0)
4832,"05 Check Internal, lakukan Visual Inspeksi,",2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
5242,"02 Brushing Line N2 dekat 1-V-601 Ukuran 3/4""",2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Har PU Pengecatan Peralatan(2.0)
2392,10 Pasang Tray (Jika di buka),2024-06-22 07:30:00,2024-06-23 07:30:00,10.000,N,Harlap Amoniak P4(4.0)
2059,05 Lepas Bot'l Pondasi 3 Ea,2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Harlap Amoniak P4(3.0)
3178,06 Reading Alignment LPC sisi Turbin,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Harlap Amoniak P4(3.0)
1599,16 Lepas / Angkat Cover Bearing Exhaust Side,2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Harlap Amoniak P4(2.0)
3793,03-Lepas Partition Plate,2024-06-22 07:30:00,2024-06-22 09:30:00,2.000,N,Harlap Amoniak P4(3.0)
1633,49 Bawa U/H&L/H Blade Stator Turbine ke Sand Blash,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Truk Crane 407 (5 ton)(1.0)
1634,50 Bawa U/H&L/H Blade Stator Turbine ke Sand Blash,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har ABB Operasi(2.0)
581,16 Final Inspect,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
1613,29 Check&NDT Jb & Thrust Bearing dll.,2024-06-22 07:30:00,2024-06-23 07:30:00,10.000,N,Harlap Amoniak P4(1.0)
4810,08 Chemical Demister,2024-06-22 07:30:00,2024-06-23 07:30:00,10.000,N,PPE(1.0)
1614,30 Check&NDT Jb & Thrust Bearing dll.,2024-06-22 07:30:00,2024-06-23 07:30:00,10.000,N,Inspeksi Rotating 1(1.0)
3599,"01 Potong BV steam SH inlet TS-431 8""",2024-06-22 07:30:00,2024-06-22 11:30:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
3359,05 Bawa SV ke Shop,2024-06-22 07:30:00,2024-06-22 08:30:00,1.000,N,Har ABB Operasi(1.0)
735,02 PT Lasan BV drain outlet HTS (1-R-204),2024-06-22 08:00:00,2024-06-22 09:00:00,1.000,N,Inspeksi Bengkel(1.0)
54,41 RT Inlet Hairpin ,2024-06-22 08:00:00,2024-06-22 10:00:00,2.000,N,Inspeksi Pabrik 4(2.0)
1925,06 Pasang Slip Blind untuk Leak Test,2024-06-22 08:00:00,2024-06-22 11:00:00,3.000,N,Harlap Amoniak P4(2.0)
4314,02 Buka Cover Coupling dan Lepas Coupling,2024-06-22 08:00:00,2024-06-22 10:00:00,2.000,N,Harlap Amoniak P4(3.0)
2553,"02 PT Lasan BV drain line strainer sealing PV-3009 yg arah P-5 1/2""",2024-06-22 08:00:00,2024-06-22 09:00:00,1.000,N,Inspeksi Bengkel(1.0)
2952,06-Angkat Cover sisi 1A,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har ABB Operasi(4.0)
2953,07-Angkat Cover sisi 1A,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,MOBILE CRANE  60 TON (  CM-009 )(1.0)
272,03 Buka Bot'l Cover sisi Laut,2024-06-22 08:30:00,2024-06-22 11:30:00,3.000,N,Harlap Amoniak P4(4.0)
4833,06 Pasang Scaffold di Internal,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har PU Scaffolding(4.0)
5472,02 Angkat SV,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
5473,03 Angkat SV,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har ABB Operasi(3.0)
5483,13 Angkat SV,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
4737,02 Lepas Isolasi sisi NPK&Pabrik 1A,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har PU Pekerjaan Khusus(3.0)
3836,01 Pasang Scaffolding sisi Pabrik 1A,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har PU Scaffolding(4.0)
494,14 Lepas Slip Blind,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(4.0)
3292,13 Cleaning pada thrust bearing cage,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(1.0)
3089,11 Lepas Journal dan Thrust Bearing sisi LPC,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(4.0)
651,02 Bawa BV ke Shop,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
5484,14 Angkat SV,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har ABB Operasi(3.0)
1209,"03 PT Beveling 2 Joint BV steam SM TS-411 6""yg telah di potong",2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Inspeksi Bengkel(1.0)
2728,02 Buka Man Hole,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(3.0)
1298,05 Pasang Slip Blind untuk Leak Test,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(3.0)
4349,04 Buka Cover&Bearing,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(3.0)
1635,51 Glass Bite U/H&L/H Blade Stator Turbine,2024-06-22 08:30:00,2024-06-23 04:30:00,20.000,Y,Har PU Pengecatan Peralatan(2.0)
1047,12 Lepas / Angkat Cover Bearing Thrust Side,2024-06-22 08:30:00,2024-06-22 10:30:00,2.000,N,Harlap Amoniak P4(2.0)
3179,07 Check Aksial Clearance/ Floating,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Harlap Amoniak P4(2.0)
3778,"08-Remote Field Test 30 %, Total Tube (362) Ea",2024-06-22 08:30:00,2024-06-23 08:30:00,10.000,N,Inspeksi Metalurgi(4.0)
2584,"02 Bawa BV Drain Flush Drum 6""ke Shop",2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Forklift 3 Ton (FL-041)(1.0)
2585,"03 Bawa BV Drain Flush Drum 6""ke Shop",2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har ABB Operasi(1.0)
652,03 Bawa BV ke Shop,2024-06-22 08:30:00,2024-06-22 09:30:00,1.000,N,Har ABB Operasi(1.0)
1622,38 Reading Balancing Rotor,2024-06-22 09:00:00,2024-06-22 15:00:00,5.000,N,Har Bkl Permesin(1.0)
1065,29 Reading Balancing Rotor,2024-06-22 09:00:00,2024-06-22 15:00:00,5.000,N,Har Bkl Permesin(1.0)
103,81 Inspect setelah Dry ICE Cleaning Nozzle Burner,2024-06-22 09:00:00,2024-06-22 11:00:00,2.000,N,Inspeksi Pabrik 4(1.0)
1534,28 Reading Balancing Rotor,2024-06-22 09:00:00,2024-06-22 15:00:00,5.000,N,Har Bkl Permesin(1.0)
3757,04 Cleaning Coil Tube dengan Dry Ice Cleaning,2024-06-22 09:00:00,2024-06-26 09:00:00,40.000,N,Out Soorcing (Dry Ice)(3.0)
2559,"01 Potong&Las BV Sealing Header 1-P-303 B Mat'l Globe Valve 3/4""",2024-06-22 09:00:00,2024-06-22 14:00:00,4.000,N,Har Instalasi & Repair Pabrik 4(3.0)
245,67 Repair tunggu (Rec. Istek),2024-06-22 09:00:00,2024-06-25 14:30:00,34.500,N,Har PU Pekerjaan Khusus(3.0)
741,04 Repair Check Seat Gasket Flange Downstream 1-MV-2003 tunng Rec. Istek,2024-06-22 09:00:00,2024-06-22 15:00:00,5.000,N,Har Instalasi & Repair Pabrik 4(3.0)
3795,05-Fabrikasi Gasket Parttition Plate sesuai contoh - mat'l:Klingerit 1000 thk:5mm qty:4 ea,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Harlap Amoniak P4(1.0)
2955,09-Check Internal,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
5474,04 Bawa SV ke Shop,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Forklift 3 Ton (FL-037)(1.0)
318,17 Check dengan Theodolite Burner Tip di Shop,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Out Soorcing (Rekons)(3.0)
3794,04-Pasang Slip Blind untuk Leak Test,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Harlap Amoniak P4(2.0)
3796,06-Inspect Internal,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
2954,08-Pasang Slip Blind,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Harlap Amoniak P4(2.0)
4834,07 Lepas Demister,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Harlap Amoniak P4(4.0)
5198,03 Angkat Cover sisi NPK,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Mobile Crane 50 Ton (R-202/B/205)(1.0)
1322,03 Turunkan Cover sisi NPK&Pasang Test Ring,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Mobile Crane 50 Ton (Exch.)(1.0)
1210,04 Bawa BV ke Shop,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Forklift 3 Ton (FL-036)(1.0)
1211,05 Bawa BV ke Shop,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Har ABB Operasi(1.0)
1483,06 Pasang Scaffold di Internal,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Har PU Scaffolding(4.0)
3837,02 Buka Cover sisi Pabrik 1A,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Harlap Amoniak P4(4.0)
5199,04 Angkat Cover sisi NPK,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Har ABB Operasi(4.0)
3883,01 Pasang Scaffolding Cover sisi NPK&di lasan DMW antara Nozzle inlet dan piping,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,Har PU Scaffolding(4.0)
1333,13 Final Inspect,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
3848,12 Repair Tunggu (Rec. Istek),2024-06-22 09:30:00,2024-06-23 09:30:00,10.000,N,Har Instalasi & Repair Pabrik 4(3.0)
5475,05 Bawa SV ke Shop,2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Har ABB Operasi(1.0)
1323,04 Turunkan Cover sisi NPK&Pasang Test Ring,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Har ABB Operasi(4.0)
1596,13 Lepas Journal dan Thrust Bearing,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Harlap Amoniak P4(2.0)
4738,03 Pasang Slip Blind untuk Chemical Cleaning,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Harlap Amoniak P4(2.0)
5980,Pasang kembali bonnet BV ,2024-06-22 09:30:00,2024-06-22 14:30:00,4.000,N,Harlap Amoniak P4(3.0)
533,02 Buka Man Hole arah Laut sisi NPK,2024-06-22 09:30:00,2024-06-22 14:30:00,4.000,N,Harlap Amoniak P4(3.0)
5243,"03 Inspect setelah Brushing Line N2 dekat 1-V-601 Ukuran 3/4""",2024-06-22 09:30:00,2024-06-22 10:30:00,1.000,N,Inspeksi Pabrik 4(1.0)
2698,04 Turunkan Cover Bottom,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Har ABB Operasi(4.0)
1615,31 Cleaning Internal,2024-06-22 09:30:00,2024-06-24 09:30:00,20.000,N,Harlap Amoniak P4(2.0)
4739,04 Pasang Peralatan Chemical Cleaning,2024-06-22 09:30:00,2024-06-22 13:30:00,3.000,N,PPE(2.0)
1947,03 Turunkan Cover sisi NPK&Pasang Test Ring,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Har ABB Operasi(4.0)
3096,18 Disconnect Cable Motor&Lepas Turning Gear,2024-06-22 09:30:00,2024-06-22 11:30:00,2.000,N,Har Listrik P4(2.0)
2164,34 BAPM,2024-06-22 10:00:00,2024-06-22 11:00:00,1.000,N,Operasi(1.0)
1457,"05 Check Internal,Demister, Shell, Vane, Pipe, Nozzle Deflecto",2024-06-22 10:00:00,2024-06-22 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
4062,02 PT Lasan BV Heating Up Casing 1-P-601 B,2024-06-22 10:00:00,2024-06-22 11:00:00,1.000,N,Inspeksi Bengkel(1.0)
4315,03 Drain Oil&Cleaning,2024-06-22 10:00:00,2024-06-22 15:00:00,4.000,N,Harlap Amoniak P4(3.0)
2117,40 [Man Hole M4] Final Inspect,2024-06-22 10:00:00,2024-06-22 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
2165,35 BAPM,2024-06-22 10:00:00,2024-06-22 11:00:00,1.000,N,Inspeksi Pabrik 4(1.0)
1060,25 Lepas U/H&L/H Blade Stator Turbine,2024-06-22 10:00:00,2024-06-22 15:00:00,4.000,N,Harlap Amoniak P4(2.0)
55,42 Pasang Isolasi Outlet Hairpin ,2024-06-22 10:00:00,2024-06-22 14:00:00,3.000,N,Har PU Pekerjaan Khusus(2.0)
3293,14 Function test switch indikator trip TTV,2024-06-22 10:30:00,2024-06-22 11:30:00,1.000,N,Harlap Amoniak P4(1.0)
2729,03 Pasang Blower,2024-06-22 10:30:00,2024-06-22 11:30:00,1.000,N,Safety(2.0)
2956,10- Mechanical Cleaning Internal Tube & Blow dengan Udara Total Tube (1330) Ea,2024-06-22 10:30:00,2024-06-23 16:30:00,15.000,N,Mechanical Cleaning(4.0)
4640,04 Re-Weld Seal Weld Plug Venting tunggu (Rec. Istek),2024-06-22 10:30:00,2024-06-25 10:30:00,30.000,N,Har Instalasi & Repair Pabrik 4(3.0)
6013,Brushing & Repainting,2024-06-22 10:30:00,2024-06-24 15:30:00,24.000,N,Har PU Pengecatan Peralatan(3.0)
4957,"10 Pasang Journal Bearing, Thrust Disc dan Thrust Bearing",2024-06-22 10:30:00,2024-06-22 16:30:00,5.000,N,Harlap Amoniak P4(2.0)
